,lat,lon,lat_st,lon_st,distance
0,42.621765,-8.79011,42.626,-8.784,0.686
1,42.633728,-8.789081,42.626,-8.784,0.954
2,42.621006,-8.773851,42.626,-8.784,0.998
3,42.63297,-8.7728195,42.626,-8.784,1.198
