,time,dir0,snow_prec0,snowlevel0,mod0,wind_gust0,mslp0,temp0,rh0,visibility0,lhflx0,lwflx0,conv_prec0,prec0,swflx0,shflx0,cape0,cin0,cfh0,cfl0,cfm0,cft0,HGT5000,HGT8500,T5000,T8500,dir1,snow_prec1,snowlevel1,mod1,wind_gust1,mslp1,temp1,rh1,visibility1,lhflx1,lwflx1,conv_prec1,prec1,swflx1,shflx1,cape1,cin1,cfh1,cfl1,cfm1,cft1,HGT5001,HGT8501,T5001,T8501,dir2,snow_prec2,snowlevel2,mod2,wind_gust2,mslp2,temp2,rh2,visibility2,lhflx2,lwflx2,conv_prec2,prec2,swflx2,shflx2,cape2,cin2,cfh2,cfl2,cfm2,cft2,HGT5002,HGT8502,T5002,T8502,dir3,snow_prec3,snowlevel3,mod3,wind_gust3,mslp3,temp3,rh3,visibility3,lhflx3,lwflx3,conv_prec3,prec3,swflx3,shflx3,cape3,cin3,cfh3,cfl3,cfm3,cft3,HGT5003,HGT8503,T5003,T8503
3,2021-12-03 03:00:00,133.1694793701172,0.0,1630.6175537109375,3.291438579559326,3.2229225635528564,102677.1796875,283.2574462890625,0.8467190861701965,24051.287109375,16.061330795288086,282.97515869140625,0.0,0.0,0.0,0.313037097454071,0.0,0.00023046875139698383,0.0,0.0786412954330444,0.0,0.0786412954330444,5673.29931640625,1550.005859375,256.2593688964844,276.6166381835937,151.9095458984375,0.0,1639.158203125,2.5072028636932373,2.622922420501709,102680.34375,283.2894287109375,0.854119062423706,24051.287109375,10.561330795288086,282.97515869140625,0.0,0.0,0.0,-0.0869628936052322,0.0,0.00023046875139698383,0.0,0.0563535690307617,0.0,0.0563535690307617,5672.75830078125,1549.876220703125,256.24237060546875,276.7066345214844,126.21001434326172,0.0,1602.90234375,2.677741527557373,2.4229226112365723,102672.125,283.367431640625,0.8473190665245056,24051.287109375,9.64133071899414,283.1751708984375,0.0,0.0,0.0,-1.0869629383087158,0.0,0.00023046875139698383,0.0,0.1088973581790924,0.0,0.1088973581790924,5673.01611328125,1549.67138671875,256.2773742675781,276.3346252441406,145.21104431152344,0.0,1613.23095703125,1.5608559846878052,1.5229225158691406,102666.2421875,283.3154296875,0.8771191239356995,24051.287109375,3.661330461502075,283.2751770019531,0.0,0.0,0.0,-0.4869628846645355,0.0,0.00023046875139698383,0.0,0.0883491933345794,0.0,0.0883491933345794,5673.0126953125,1549.7801513671875,256.2673645019531,276.44061279296875
4,2021-12-03 04:00:00,138.3258819580078,0.0,1636.100341796875,3.128881454467773,3.312095880508423,102671.703125,283.19305419921875,0.8464839458465576,24050.302734375,15.897050857543944,283.83355712890625,0.0,0.0,0.0,0.568798840045929,0.0,-0.0004726562474388629,0.0,0.0959255099296569,0.0,0.0959255099296569,5671.54541015625,1551.134765625,256.5997619628906,276.5795593261719,150.72120666503906,0.0,1637.6793212890625,2.679370641708374,2.7020959854125977,102681.109375,283.2750549316406,0.8481839299201965,24050.302734375,12.097050666809082,283.83355712890625,0.0,0.0,0.0,-0.031201172620058,0.0,-0.0004726562474388629,0.0,0.1351898312568664,0.0,0.1351898312568664,5671.3505859375,1550.7108154296875,256.5767517089844,276.6015625,136.28321838378906,0.0,1624.4525146484375,3.053666591644287,3.4120960235595703,102668.2421875,283.3270568847656,0.8433840274810791,24050.302734375,11.967050552368164,284.1335754394531,0.0,0.0,0.0,-1.131201148033142,0.0,-0.0004726562474388629,0.0,0.0742453932762146,0.0,0.0742453932762146,5671.1376953125,1551.15234375,256.53875732421875,276.47955322265625,151.5170135498047,0.0,1629.6158447265625,2.454133987426758,2.502095937728882,102663.9609375,283.4100646972656,0.8533840179443359,24050.302734375,7.577050685882568,284.33355712890625,0.0,0.0,0.0,-1.231201171875,0.0,-0.0004726562474388629,0.0,0.0490601658821105,0.0,0.0490601658821105,5671.3330078125,1550.97802734375,256.54473876953125,276.5295715332031
5,2021-12-03 05:00:00,132.61868286132812,0.0,1661.64306640625,4.0030951499938965,4.031326770782471,102662.2734375,283.4123840332031,0.8469656109809875,24045.400390625,18.133642196655277,286.25848388671875,0.0,0.0,0.0,-0.66796875,0.0,-0.0002851562458090484,0.0,0.2600797414779663,0.0,0.2600797414779663,5669.14697265625,1551.724609375,256.7296142578125,276.7999267578125,137.56561279296875,0.0,1661.0552978515625,3.5506491661071777,2.271327018737793,102663.0390625,283.54736328125,0.8447656035423279,24045.400390625,14.333642959594728,286.4584655761719,0.0,0.0,0.0,-1.4679687023162842,0.0,-0.0002851562458090484,0.0,0.3391978740692138,0.0,0.3391978740692138,5668.81298828125,1551.0030517578125,256.7596130371094,276.78594970703125,126.70582580566406,0.0,1661.322265625,3.848978281021118,2.8613269329071045,102662.4453125,283.4993896484375,0.8469656109809875,24045.400390625,14.033642768859863,286.5584716796875,0.0,0.0,0.0,-2.467968702316284,0.0,-0.0002851562458090484,0.0,0.2265347242355346,0.0,0.2265347242355346,5669.2333984375,1551.6190185546875,256.60662841796875,276.8299255371094,138.43357849121094,0.0,1666.0748291015625,3.716395854949951,2.8613269329071045,102649.7265625,283.599365234375,0.8486655950546265,24045.400390625,11.933642387390137,286.9584655761719,0.0,0.0,0.0,-2.967968702316284,0.0,-0.0002851562458090484,0.0,0.2517783045768738,0.0,0.2517783045768738,5669.18896484375,1551.591796875,256.6826171875,276.85693359375
6,2021-12-03 06:00:00,120.56275177001952,0.0,1668.00830078125,3.930666446685791,4.0303239822387695,102691.3828125,283.47149658203125,0.8564066290855408,24067.154296875,16.099729537963867,286.9319763183594,0.0,0.0,0.0,-1.009545922279358,0.0,0.000226562493480742,0.0,0.3210157752037048,0.0,0.3210157752037048,5672.29931640625,1552.8597412109375,256.7669982910156,276.8534851074219,128.67308044433594,0.0,1654.2841796875,3.37454605102539,3.630324125289917,102690.2734375,283.5994873046875,0.8574066162109375,24067.154296875,11.739728927612305,287.3319702148437,0.0,0.0,0.0,-1.6095459461212158,0.0,0.000226562493480742,0.0,0.2945876717567444,0.0,0.2945876717567444,5671.67529296875,1552.43408203125,256.8659973144531,276.68951416015625,119.89006042480467,0.0,1676.6806640625,4.030746936798096,4.5303239822387695,102686.0,283.49951171875,0.8609066605567932,24067.154296875,13.279728889465332,351.9319763183594,0.0,0.0,0.0,-2.609545946121216,0.0,0.000226562493480742,0.0,0.3770474791526794,0.0,0.3770474791526794,5672.52001953125,1552.714111328125,256.677001953125,276.9645080566406,132.7257843017578,0.0,1667.8714599609375,3.4910924434661865,4.0303239822387695,102675.7265625,283.593505859375,0.8642066121101379,24067.154296875,9.489728927612305,326.9319763183594,0.0,0.0,0.0,-2.709545850753784,0.0,0.000226562493480742,0.0,0.373809278011322,0.0,0.373809278011322,5672.33447265625,1552.6260986328125,256.77301025390625,276.8504943847656
7,2021-12-03 07:00:00,131.32493591308594,0.0,1675.664794921875,3.71263599395752,4.338767528533936,102733.1328125,283.1838073730469,0.8676491975784302,24065.9296875,16.7932186126709,358.6185302734375,0.0,0.0,0.0,0.775439441204071,0.0,-0.00015624999650754037,0.0,0.4885395169258117,0.0,0.4885395169258117,5676.37109375,1554.832275390625,256.8324279785156,276.9123840332031,145.79281616210938,0.0,1661.052490234375,3.1094672679901123,3.898767471313477,102736.6484375,283.3888244628906,0.8667491674423218,24065.9296875,11.553217887878418,357.1185302734375,0.0,0.0,0.0,-0.5245605707168579,0.0,-0.00015624999650754037,0.0,0.4050595164299011,0.0,0.4050595164299011,5675.6591796875,1555.2259521484375,256.9134521484375,276.744384765625,128.1414794921875,0.0,1684.0040283203125,3.5322883129119877,4.5787672996521,102724.3828125,283.3608093261719,0.8678491711616516,24065.9296875,11.623217582702637,359.31854248046875,0.0,0.0,0.0,-1.524560570716858,0.0,-0.00015624999650754037,0.0,0.5086140632629395,0.0,0.5086140632629395,5676.38720703125,1554.4803466796875,256.8154296875,277.0003662109375,143.28848266601562,0.0,1677.850830078125,3.058121681213379,4.118767261505127,102715.9609375,283.51580810546875,0.8752492070198059,24065.9296875,7.573217868804932,360.0185241699219,0.0,0.0,0.0,-1.924560546875,0.0,-0.00015624999650754037,0.0,0.4779009222984314,0.0,0.4779009222984314,5676.15673828125,1554.641845703125,256.8764343261719,276.92236328125
8,2021-12-03 08:00:00,137.3070526123047,0.0,1684.864013671875,2.829080104827881,3.341119766235352,102750.7734375,283.3397521972656,0.8676069974899292,24059.10546875,11.017902374267578,349.42919921875,0.0,0.0,0.0,-0.1598144471645355,0.0,-0.0002773437590803951,0.0,0.3544802069664001,0.0,0.3544802069664001,5679.5361328125,1556.747802734375,256.9780578613281,276.9650573730469,150.71546936035156,0.0,1664.521484375,2.6133506298065186,3.341119766235352,102752.1328125,283.4697570800781,0.8659070134162903,24059.10546875,8.867902755737305,359.42919921875,0.0,0.0,0.0,-0.759814441204071,0.0,-0.0002773437590803951,0.0,0.4218851923942566,0.0,0.4218851923942566,5679.37255859375,1556.9398193359375,257.0690612792969,276.737060546875,132.10768127441406,0.0,1692.654052734375,2.787912130355835,3.741119861602783,102746.1015625,283.4537353515625,0.8755070567131042,24059.10546875,7.357903003692627,287.8291931152344,0.0,0.0,0.0,-1.459814429283142,0.0,-0.0002773437590803951,0.0,0.318123459815979,0.0,0.318123459815979,5679.05908203125,1556.7318115234375,257.0850524902344,277.0140686035156,149.56439208984375,0.0,1683.6529541015625,2.1681389808654785,3.5411198139190674,102740.3359375,283.49176025390625,0.893106997013092,24059.10546875,3.777902841567993,360.3291931152344,0.0,0.0,0.0,-1.159814476966858,0.0,-0.0002773437590803951,0.0,0.4085961580276489,0.0,0.4085961580276489,5679.30712890625,1556.586181640625,257.1220703125,276.9140625
9,2021-12-03 09:00:00,148.98240661621094,0.0,1770.9302978515625,2.647670030593872,3.0393731594085693,102760.2421875,283.5586242675781,0.8685179948806763,24057.90234375,8.442548751831055,314.33062744140625,0.0,0.0,24.870630264282227,-0.911376953125,0.0,-0.0004609375027939677,0.0,0.4482381343841553,0.0,0.4482381343841553,5682.9072265625,1559.1737060546875,257.395263671875,277.71307373046875,163.81593322753906,0.0,1765.231201171875,2.3835337162017822,3.0393731594085693,102746.3828125,283.5746154785156,0.8752179741859436,24057.90234375,6.532548904418945,339.2306213378906,0.0,0.0,17.76062774658203,-0.911376953125,0.0,-0.0004609375027939677,0.0,0.436124324798584,0.0,0.436124324798584,5682.44970703125,1559.4888916015625,257.3842468261719,277.6590576171875,146.277587890625,0.0,1772.080810546875,2.403496503829956,4.039373397827148,102759.6796875,283.58563232421875,0.8888179659843445,24057.90234375,4.352548599243164,358.4306030273437,0.0,0.0,9.16062831878662,-1.411376953125,0.0,-0.0004609375027939677,0.0,0.4732069969177246,0.0,0.4732069969177246,5682.5966796875,1558.946533203125,257.40826416015625,277.7210693359375,166.58680725097656,0.0,1773.7742919921875,2.0448553562164307,3.739373445510864,102739.1796875,283.54364013671875,0.9032179713249208,24057.90234375,2.6425487995147705,358.5306091308594,0.0,0.0,9.620628356933594,-1.011376976966858,0.0,-0.0004609375027939677,0.0,0.4726309776306152,0.0,0.4726309776306152,5682.42578125,1558.900146484375,257.4672546386719,277.7220764160156
10,2021-12-03 10:00:00,150.42172241210938,0.0,1768.753662109375,1.0695176124572754,5.874882698059082,102772.75,283.5755615234375,0.9222750067710876,24053.625,1.3077807426452637,362.216064453125,0.0,0.0499999523162841,19.069799423217773,-0.2629150450229645,0.0,0.0003007812483701855,0.0,0.6105484366416931,0.0,0.6105484366416931,5688.39501953125,1560.09130859375,257.4281311035156,277.68243408203125,184.8677215576172,0.0,1763.1673583984375,1.0850536823272705,3.874882936477661,102760.71875,283.4985656738281,0.9235749840736388,24053.625,1.3377807140350342,361.91607666015625,0.0,0.0199999809265136,20.469799041748047,-0.2629150450229645,0.0,0.0003007812483701855,0.0,0.6456770896911621,0.0,0.6456770896911621,5687.75830078125,1560.33447265625,257.484130859375,277.6114501953125,147.87001037597656,0.0,1781.2607421875,1.8387569189071653,6.074882984161377,102782.34375,283.52655029296875,0.917174994945526,24053.625,1.977780818939209,361.1160583496094,0.0,0.049999713897705,27.369800567626957,-0.8629150390625,0.0,0.0003007812483701855,0.0,0.5263835191726685,0.0,0.5263835191726685,5687.73095703125,1560.3040771484375,257.2691345214844,277.8504333496094,177.41357421875,0.0,1773.0718994140625,1.726899266242981,4.374882698059082,102770.0546875,283.5065612792969,0.916474997997284,24053.625,1.8377807140350344,362.41607666015625,0.0,0.0199999809265136,21.969799041748047,-0.7629150152206421,0.0,0.0003007812483701855,0.0,0.5650534629821777,0.0,0.5650534629821777,5687.6337890625,1560.1248779296875,257.36212158203125,277.7434387207031
11,2021-12-03 11:00:00,188.86209106445312,0.0,1687.33935546875,5.999835968017578,6.962220668792725,102753.2890625,284.3948669433594,0.8995593786239624,24045.044921875,6.889727115631104,366.709228515625,0.0,0.0499999523162841,38.48078536987305,-10.537646293640137,5.974999904632568,-8.185269355773926,0.0,0.598195493221283,0.0,0.598195493221283,5691.6416015625,1559.893798828125,257.53936767578125,276.8382568359375,190.434326171875,0.0,1705.4473876953125,6.373610019683838,7.362220764160156,102740.125,284.4828796386719,0.8931593894958496,24045.044921875,7.189727306365967,366.3092346191406,0.0,0.0299997329711914,58.98078536987305,-12.837646484375,6.281000137329102,-3.651269435882568,0.0,0.5049504041671753,0.0,0.5049504041671753,5691.052734375,1560.3402099609375,257.4693603515625,277.0382385253906,194.92605590820312,0.0,1679.7296142578125,5.607409954071045,6.66222095489502,102757.6015625,284.4228820800781,0.8962593674659729,24045.044921875,3.7597272396087646,365.40924072265625,0.0,0.0500001907348632,44.98078536987305,-11.437646865844728,5.796999931335449,-6.840269565582275,0.0,0.5572659969329834,0.0,0.5572659969329834,5691.18896484375,1560.244140625,257.6353759765625,276.7362365722656,197.32652282714844,0.0,1703.14404296875,6.461409091949463,7.562220573425293,102733.53125,284.5168762207031,0.8883593678474426,24045.044921875,4.629727363586426,364.209228515625,0.0,0.049999713897705,87.2807846069336,-15.637646675109863,12.274999618530272,-2.6322696208953857,0.0,0.4811820387840271,0.0,0.4811820387840271,5690.82568359375,1560.0714111328125,257.6913757324219,276.95526123046875
12,2021-12-03 12:00:00,204.1670379638672,0.0,1667.3331298828125,5.476635456085205,8.39445686340332,102686.84375,284.8756103515625,0.926524579524994,24040.0,-0.0092158317565917,366.4872741699219,0.0,0.0,28.621959686279297,-12.236865043640137,18.011999130249023,-1.2988905906677246,0.0,0.7679126262664795,0.0,0.7679126262664795,5688.12646484375,1555.9288330078125,257.5162353515625,276.6444396972656,197.3483123779297,0.0,1667.783935546875,5.507162570953369,8.89445686340332,102685.0625,284.7406311035156,0.932624578475952,24040.0,-0.0092158317565917,364.8872680664063,0.0,0.0,30.32196044921875,-11.836865425109863,17.597000122070312,-2.577890634536743,0.0,0.7545610666275024,0.0,0.7545610666275024,5687.859375,1555.404052734375,257.4662475585937,276.6624450683594,189.0507659912109,0.0,1663.672119140625,4.209045886993408,8.594457626342773,102684.8515625,284.47662353515625,0.9387245774269104,24040.0,-0.0092158317565917,366.0872802734375,0.0,0.0199999809265136,22.121959686279297,-7.236865043640137,20.95199966430664,-3.0558905601501465,0.0,0.8133771419525146,0.0,0.8133771419525146,5688.39208984375,1555.951171875,257.5732421875,276.5924377441406,185.9721221923828,0.0,1669.9398193359375,5.11439847946167,9.094457626342772,102680.203125,284.546630859375,0.9275246262550354,24040.0,-0.0092158317565917,365.6872863769531,0.0,0.0,22.521961212158203,-10.936864852905272,19.825000762939453,-2.8668906688690186,0.0,0.8042373657226562,0.0,0.8042373657226562,5688.27685546875,1555.7320556640625,257.6202392578125,276.6424255371094
13,2021-12-03 13:00:00,205.0610198974609,0.0,1694.2342529296875,6.314025402069092,9.084179878234863,102618.59375,285.02801513671875,0.9463698863983154,24039.404296875,-0.0072555541992187,370.7276611328125,0.0,0.0,53.0334358215332,-16.8436279296875,15.345999717712402,-0.9791640639305116,0.0,0.5876712799072266,0.0,0.5876712799072266,5683.16162109375,1551.9217529296875,257.734375,276.85455322265625,208.70933532714844,0.0,1684.974609375,6.566888332366943,8.584179878234863,102621.0546875,284.9620056152344,0.952169954776764,24039.404296875,-0.0072555541992187,365.42767333984375,0.0,0.0,51.5334358215332,-17.8436279296875,16.124000549316406,-1.1321641206741333,0.0,0.6179176568984985,0.0,0.6179176568984985,5682.84814453125,1551.2257080078125,257.61737060546875,276.7935485839844,197.11135864257807,0.0,1681.5048828125,5.011438369750977,9.2841796875,102610.0859375,284.7539978027344,0.9549699425697328,24039.404296875,-0.0072555541992187,372.0276489257813,0.0,0.0,35.1334342956543,-11.143628120422363,13.763999938964844,-2.566164016723633,0.0,0.6373451948165894,0.0,0.6373451948165894,5683.78857421875,1551.7025146484375,257.807373046875,276.7075500488281,199.34918212890625,0.0,1681.7342529296875,5.6274614334106445,8.584179878234863,102612.828125,284.7489929199219,0.9571699500083924,24039.404296875,-0.0072555541992187,370.2276611328125,0.0,0.0,34.0334358215332,-14.043627738952637,16.441999435424805,-2.108164072036743,0.0,0.6690549850463867,0.0,0.6690549850463867,5683.7216796875,1551.348876953125,257.734375,276.72955322265625
14,2021-12-03 14:00:00,210.04116821289065,0.0,1683.2042236328125,8.66455078125,12.298624992370604,102549.859375,285.1960754394531,0.9441800713539124,24036.23046875,0.0172058101743459,367.6415100097656,0.0,0.0299999713897705,57.43553924560547,-30.662914276123047,1.5540000200271606,-5.790402412414551,0.0,0.5092146396636963,0.0,0.5092146396636963,5678.4482421875,1548.248291015625,257.4519958496094,276.82049560546875,213.2555084228516,0.0,1695.330810546875,9.077139854431152,12.398625373840332,102533.6875,285.0820617675781,0.9541800618171692,24036.23046875,0.0172058101743459,355.84149169921875,0.0,0.0300002098083496,129.03555297851562,-31.662914276123047,1.6299999952316284,-5.777402400970459,0.0,0.4355608224868774,0.0,0.4355608224868774,5678.2080078125,1547.0323486328125,257.3900146484375,276.95849609375,203.4639129638672,0.0,1679.4832763671875,6.574222087860107,11.498624801635742,102567.0234375,284.966064453125,0.9537800550460817,24036.23046875,0.0172058101743459,367.2415161132813,0.0,0.0099997520446777,38.53554153442383,-19.262914657592773,4.828000068664551,-3.252402305603028,0.0,0.5579400062561035,0.0,0.5579400062561035,5678.2080078125,1547.9283447265625,257.5660095214844,276.75250244140625,204.34950256347656,0.0,1677.837646484375,7.464601993560791,12.298624992370604,102557.7578125,284.9130554199219,0.9593800902366638,24036.23046875,0.0172058101743459,366.7415161132813,0.0,0.0199999809265136,66.63554382324219,-23.762914657592773,4.677999973297119,-2.33140230178833,0.0,0.4965467453002929,0.0,0.4965467453002929,5678.3408203125,1547.19873046875,257.4679870605469,276.76251220703125
15,2021-12-03 15:00:00,208.6735382080078,0.0,1685.886962890625,8.622230529785156,11.898136138916016,102494.96875,285.21075439453125,0.9789456725120544,15635.8095703125,0.00015213013102766126,371.8045959472656,0.0,0.1400001049041748,29.794586181640625,-31.4486083984375,21.549999237060547,-0.4907578229904175,0.0,0.5226048231124878,0.0,0.5226048231124878,5676.98583984375,1545.6719970703125,257.6161193847656,276.8030090332031,213.00802612304688,0.0,1714.419189453125,9.283235549926758,10.598135948181152,102476.25,285.1287536621094,0.9831456542015076,24035.80859375,0.00015213013102766126,371.0045776367188,0.0,0.1999998092651367,9.094584465026855,-34.4486083984375,14.369999885559082,-0.4377578198909759,0.0,0.8366796970367432,0.0,0.8366796970367432,5676.6767578125,1545.1568603515625,257.4951171875,277.1210021972656,205.01373291015625,0.0,1686.4244384765625,8.270597457885742,12.298135757446287,102504.4375,285.12774658203125,0.9798457026481628,24035.80859375,0.00015213013102766126,369.1045837402344,0.0,0.0800004005432128,33.89458465576172,-31.248607635498047,17.489999771118164,-0.6587578058242798,0.0,0.513664722442627,0.0,0.513664722442627,5676.1650390625,1546.3487548828125,257.77313232421875,276.7659912109375,207.8245849609375,0.0,1719.435546875,9.141840934753418,10.498136520385742,102481.78125,285.0227355957031,0.9856456518173218,24035.80859375,0.00015213013102766126,370.70458984375,0.0,0.0900001525878906,9.794584274291992,-35.64860916137695,14.199999809265137,-0.6057578325271606,0.0,0.8602579832077026,0.0,0.8602579832077026,5676.56005859375,1546.193603515625,257.52911376953125,277.1619873046875
16,2021-12-03 16:00:00,214.42930603027344,0.0,1681.1829833984375,8.464706420898438,11.133359909057615,102498.0234375,285.4476928710937,1.0,24232.962890625,0.0010815429268404,353.6690368652344,0.0,0.1299998760223388,26.200000762939453,-33.28899002075195,46.84999847412109,-0.4044882953166961,0.0,0.4417300224304199,0.0,0.4417300224304199,5677.58544921875,1546.076416015625,257.3458251953125,276.8289489746094,217.9715118408203,0.0,1673.8175048828125,8.818658828735352,10.233359336853027,102489.875,285.355712890625,1.0,24232.962890625,0.0010815429268404,372.26904296875,0.0,0.0999999046325683,12.0,-34.688987731933594,48.09000015258789,-0.2264882773160934,0.0,0.3743705749511719,0.0,0.3743705749511719,5676.6865234375,1544.2412109375,257.2508239746094,276.78094482421875,207.98663330078125,0.0,1689.803955078125,7.7479658126831055,11.833359718322754,102492.5078125,285.2607116699219,1.0,24232.962890625,0.0010815429268404,376.1690368652344,0.0,0.1099996566772461,11.300000190734863,-29.488988876342773,44.77999877929688,-0.7064882516860962,0.0,0.4891554713249206,0.0,0.4891554713249206,5676.8046875,1545.70361328125,257.5948181152344,276.8479309082031,211.5162506103516,0.0,1680.465087890625,8.600545883178711,11.333359718322754,102475.9609375,285.1980895996094,1.0,24232.962890625,0.0010815429268404,375.5690307617188,0.0,0.059999942779541,3.5999999046325684,-34.78899002075195,45.47999954223633,-0.4474882781505584,0.0,0.6069473028182983,0.0,0.6069473028182983,5676.74072265625,1543.4796142578125,257.43780517578125,276.79693603515625
17,2021-12-03 17:00:00,222.3215789794922,0.0,1704.4539794921875,8.636527061462402,11.559112548828123,102530.1015625,285.87469482421875,0.9770597815513612,24229.65625,0.0008837890345603228,298.9418640136719,0.0,0.119999885559082,1.000000304784976e-09,-39.79609298706055,39.869998931884766,-4.194293022155762,0.0,0.0,0.0,0.0,5678.03369140625,1549.2431640625,256.94293212890625,277.1704406738281,224.1928558349609,0.0,1693.191650390625,8.571372985839844,10.159112930297852,102524.078125,285.7450866699219,0.9821597337722778,24229.65625,0.0008837890345603228,370.5418701171875,0.0,0.0800004005432128,1.000000304784976e-09,-38.49609375,47.4900016784668,-2.950293064117432,0.0,0.9080661535263062,0.0,0.9080661535263062,5677.33740234375,1548.150390625,256.8999328613281,277.0694274902344,221.1050262451172,0.0,1718.658935546875,8.023368835449219,11.059112548828123,102517.2734375,285.60650634765625,0.998359739780426,24229.65625,0.0008837890345603228,298.1418762207031,0.0,0.1800003051757812,1.000000304784976e-09,-34.896095275878906,41.47999954223633,-2.603292942047119,0.0,0.0,0.0,0.0,5677.32958984375,1549.150390625,257.1949462890625,277.24444580078125,221.95181274414065,0.0,1684.903076171875,8.65347671508789,10.259112358093262,102515.7734375,285.62890625,0.9903597831726074,24229.65625,0.0008837890345603228,302.1418762207031,0.0,0.0799999237060546,1.000000304784976e-09,-40.896095275878906,41.33000183105469,-4.494292736053467,0.0,0.5374696254730225,0.0,0.5374696254730225,5677.52490234375,1553.5263671875,256.9929504394531,276.96142578125
18,2021-12-03 18:00:00,229.61282348632807,0.0,1733.026123046875,7.077884197235107,12.244282722473145,102561.4921875,285.6321105957031,0.9876156449317932,24230.458984375,-0.0006176757742650807,300.7518920898437,0.0,0.5100002288818359,0.0,-26.465015411376957,39.310001373291016,-1.5655077695846558,0.0,0.3557188510894775,0.0,0.3557188510894775,5679.2431640625,1549.2393798828125,256.89031982421875,277.4703674316406,229.03623962402344,0.0,1733.4237060546875,7.735288143157959,11.94428253173828,102557.2890625,285.6133117675781,0.9888156056404114,24230.458984375,-0.0006176757742650807,299.451904296875,0.0,0.3499999046325683,0.0,-30.965015411376957,41.09000015258789,-2.656507730484009,0.0,0.0366040468215942,0.0,0.0366040468215942,5678.6240234375,1549.095458984375,257.0643005371094,277.4273681640625,228.76095581054688,0.0,1758.252685546875,7.222540378570557,11.94428253173828,102549.859375,285.4833068847656,0.9948155879974364,24230.458984375,-0.0006176757742650807,299.2518920898437,0.0,0.4199995994567871,0.0,-28.465015411376957,33.72999954223633,-2.078507900238037,0.0,0.0,0.0,0.0,5679.4833984375,1549.7017822265625,257.09130859375,277.6683654785156,227.4775390625,0.0,1756.3048095703125,7.9660868644714355,12.044282913208008,102552.125,285.4623107910156,1.0,24230.458984375,-0.0006176757742650807,298.65191650390625,0.0,0.3400001525878906,0.0,-33.56501388549805,35.08000183105469,-3.4765079021453857,0.0,0.0,0.0,0.0,5679.49462890625,1549.5914306640625,257.04132080078125,277.6623840332031
19,2021-12-03 19:00:00,227.009765625,0.0,1736.0994873046875,8.284856796264648,12.3712739944458,102585.3359375,285.69781494140625,0.9777846932411194,24228.193359375,-0.00115966796875,303.0589294433594,0.0,0.7100000381469727,0.0,-34.628517150878906,35.0,-0.7597929835319519,0.0,0.2266507148742675,0.0,0.2266507148742675,5681.15673828125,1552.0926513671875,257.3768005371094,277.3697509765625,221.69924926757807,0.0,1715.162109375,8.057661056518555,12.771273612976074,102590.0703125,285.5436096191406,0.9927846789360046,24228.193359375,-0.00115966796875,361.8589477539063,0.0,0.690000057220459,0.0,-31.328516006469727,41.68999862670898,-0.7157929539680481,0.0,0.4100147485733032,0.0,0.4100147485733032,5680.2705078125,1551.027099609375,257.5198059082031,277.12176513671875,226.15744018554688,0.0,1770.6602783203125,8.152729988098145,9.671274185180664,102561.578125,285.4330139160156,0.9944847822189332,24228.193359375,-0.00115966796875,301.85894775390625,0.0,0.5400004386901855,0.0,-33.228515625,20.68000030517578,-1.1417930126190186,0.0,0.140537142753601,0.0,0.140537142753601,5681.8017578125,1551.8958740234375,257.2938232421875,277.7377624511719,222.96627807617188,0.0,1761.0074462890625,8.231204986572266,9.771273612976074,102573.484375,285.36920166015625,0.9999847412109376,24228.193359375,-0.00115966796875,301.7589416503906,0.0,0.559999942779541,0.0,-33.728515625,27.440000534057617,-2.0117928981781006,0.0,0.2473343610763549,0.0,0.2473343610763549,5681.47998046875,1551.2222900390625,257.28082275390625,277.6447448730469
20,2021-12-03 20:00:00,204.44647216796875,0.0,1764.537841796875,6.69231653213501,10.159598350524902,102541.9921875,285.50518798828125,0.9999905824661256,24229.123046875,-0.0007153320475481451,376.0452270507813,0.0,0.0099997520446777,0.0,-23.123096466064453,71.12000274658203,-0.3731132745742798,0.0,0.9390263557434082,0.5806390047073364,0.9390263557434082,5678.78857421875,1551.3690185546875,258.018310546875,277.4809265136719,202.3271942138672,0.0,1722.9171142578125,7.106085300445557,8.559598922729492,102539.609375,285.46099853515625,0.9999905824661256,24229.123046875,-0.0007153320475481451,377.1452331542969,0.0,0.049999713897705,0.0,-25.323095321655277,85.51000213623047,-0.0381132811307907,0.0,0.5619382858276367,0.0067750215530395,0.5619382858276367,5678.275390625,1550.431396484375,258.13232421875,277.033935546875,212.4164581298828,0.0,1760.5693359375,7.237061500549316,10.759598731994627,102555.1796875,285.5015869140625,0.9992905855178832,24229.123046875,-0.0007153320475481451,374.5452270507813,0.0,0.049999713897705,0.0,-28.623096466064453,50.380001068115234,-0.6981132626533508,0.0,0.9140133857727052,0.1820776462554931,0.9140133857727052,5679.478515625,1551.535400390625,257.77130126953125,277.5079345703125,209.00079345703125,0.0,1731.0760498046875,7.816415309906006,9.35959815979004,102563.1875,285.4848022460937,0.9999905824661256,24229.123046875,-0.0007153320475481451,375.2452392578125,0.0,0.0900001525878906,0.0,-32.72309494018555,73.69999694824219,-0.3551132678985595,0.0,0.6925824880599976,0.0,0.6925824880599976,5679.0498046875,1550.933837890625,257.8863220214844,277.18194580078125
