,lat,lon,lat_st,lon_st,distance
0,42.57486611215926,-8.803322625796476,42.58,-8.8046,0.58
1,42.61076526833604,-8.800243227573828,42.58,-8.8046,3.44
2,42.577122030748605,-8.852074287111531,42.58,-8.8046,3.9
3,42.572589362855524,-8.754574536205306,42.58,-8.8046,4.18
