,lat,lon,lat_st,lon_st,distance
0,42.32357514248175,-8.824778751347893,42.3394,-8.8339,1.91
1,42.35947341895795,-8.821724225460768,42.3394,-8.8339,2.44
2,42.325821840247414,-8.87333395337103,42.3394,-8.8339,3.57
3,42.36172143204525,-8.870307396484321,42.3394,-8.8339,3.88
