,lat,lon,lat_st,lon_st,distance
0,42.38849926509398,-8.672854022168282,42.39707,-8.69362,1.95
1,42.39081089741587,-8.721454475293664,42.39707,-8.69362,2.39
2,42.42439384094166,-8.669708357949443,42.39707,-8.69362,3.62
3,42.42670682621922,-8.718336825753484,42.39707,-8.69362,3.87
